,prix,Taxes_municipales,Taxes_scolaires,Electricite,Assurances,ville,region,adresse,chambres,salle_de_bain,salle_d_eau,etage,Aire_habitable,Taille_du_terrain
6305,1230000$,"2883,32$","355,52$","2573,28$",,Wentworth-Nord,Laurentides,"4313, route Principale",2,2,2,2,"1,900 pi² (176.52 m²)","348,480.00 pi² (8 acres)"
6306,549000$,"1362,38$","391,00$","960,00$",,Le Sud-Ouest,Montréal / l'Île,"606-111, rue Vinet",1,1,,1,685 pi² (63.64 m²),
6307,850000$,"4753,00$","492,00$","3800,00$","900,00$",Drummondville (St-Charles-De-Drummond),Centre-du-Québec,"985, rue de la Yamaska",3,3,,2,"2,600 pi² (241.55 m²)","9,962 pi² (925.5 m²)"
6308,1095000$,"2500,00$","330,00$","3500,00$","1700,00$",Nominingue,Laurentides,"165, chemin des Cygnes",6,2,,2,"3,500 pi² (325.16 m²)","435,600.00 pi² (10 acres)"
6309,1000000$,"3749,00$","224,00$","4273,00$","2241,00$",Chambly,Montérégie (Rive-Sud Montréal),"251, rue Petrozza",5,5,,,,65.68x58.50 pi (20.02x17.83 m)
6310,845000$,"3963,00$","455,00$","3900,00$","988,00$",Beaupré,Québec Rive-Nord,"19, avenue Royale",3,2,2,1,"1,997 pi² (185.53 m²)",86.32x132.55 pi (26.31x40.4 m)
6311,750000$,"3620,00$","679,00$","3600,00$",,Otterburn Park,Montérégie (Rive-Sud Montréal),"366, rue des Hêtres",4,2,1,2,"2,408 pi² (223.71 m²)","6,566 pi² (610 m²)"
6312,985000$,,,,,Gatineau (Gatineau),Outaouais,"543, rue Demers",6,2,,,,54.23x150.00 pi (16.53x45.72 m)
6313,567900$,,,,,Campbells Bay,Outaouais,"45, chemin McCoshen",,,,,,"5,052,960.02 pi² (116 acres)"
6314,399000$,"655,00$","185,00$",,"723,00$",Verdun,Montréal / l'Île,"93, 3e Avenue",2,1,,3,710 pi² (65.96 m²),
6316,499000$,"2252,63$","258,63$",,,Saint-Laurent,Montréal / l'Île,"905-11111, boulevard Cavendish",2,2,,1,"1,050 pi² (97.55 m²)",
6317,100000$,,,,,Longueuil (St-Hubert),Montérégie (Rive-Sud Montréal),"3502, rue Pacific",,,,,,"6,945 pi² (645.21 m²)"
6318,389900$,"2971,36$","283,09$",,"1000,62$",Lévis,Québec Rive-Sud (Lévis),"1303, rue Gérald-Godin",4,2,1,2,"1,456.79 pi² (135.34 m²)","6,309.80 pi² (586.2 m²)"
6319,259000$,"2334,00$","230,00$","720,00$",,Ste-Foy,Québec Rive-Nord,"814-3315, rue France-Prime",3,2,1,1,988.13 pi² (91.8 m²),70.45 pi² (6.55 m²)
6320,639000$,"3292,51$","393,95$",,,Verdun,Montréal / l'Île,"3644, rue Gertrude",2,2,,2,"1,187.3 pi² (110.3 m²)",
6321,395000$,,,,,St-Lin-Laurentides,Lanaudière,"325, rue de la Roussanne",3,1,,1,917 pi² (85.19 m²),"5,209.73 pi² (484 m²)"
6322,575000$,"14902,96$","1200,00$","4000,00$","8400,00$",Gaspé,Gaspésie-Îles-de-la-Madeleine,"186, rue de la Reine",13,,,,,643.79 pi² (59.81 m²)
6323,399000$,"2417,99$","305,15$","360,00$","300,00$",Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,"331-1414, rue Chomedey",1,1,,1,593 pi² (55.09 m²),
6324,225000$,"1986,00$","160,00$","1050,00$",,Saint-Roch,Québec Rive-Nord,"203-274, rue du Parvis",1,1,,1,827 pi² (76.83 m²),
6325,599000$,"2744,07$","322,84$","1700,00$","700,00$",Chomedey,Laval,"1947, avenue Laplante",2,1,1,2,40.03x27.23 pi (12.2x8.3 m),"5,478.83 pi² (509 m²)"
6326,275000$,,,,,St-Lambert-De-Lauzon,Chaudière-Appalaches,"812, rue des Aigrettes",,,,,,"80,733.63 pi² (7,500.4 m²)"
6328,549000$,"2784,00$","299,38$","3000,00$","2200,00$",Salaberry-De-Valleyfield,Montérégie (Rive-Sud Montréal),"129, rue Montcalm",5,2,1,2,"6,167.72 pi² (573 m²)","6,038.55 pi² (561 m²)"
6329,799000$,"2886,69$","362,40$",,,La Prairie,Montérégie (Rive-Sud Montréal),"1005, boulevard de Palerme",3,2,,3,"1,628 pi² (151.25 m²)",
6330,500000$,"1500,00$","400,00$","3000,00$",,St-Raymond,Portneuf,"269, rue Jean-Joseph est",3,2,,1,"1,344 pi² (124.86 m²)","14,962 pi² (1,390.02 m²)"
6331,275000$,,,,,Sacré-Coeur-du-Saguenay,Côte-Nord,"77, rue Principale Nord",,,,,,100 pi² (9.29 m²)
6332,289000$,"2411,00$","211,00$","1310,00$",,Ste-Foy,Québec Rive-Nord,"7971A, boulevard Wilfrid-Hamel",2,1,1,1,640 pi² (59.46 m²),"3,046 pi² (282.98 m²)"
6333,999000$,"3860,96$",,,,Verdun,Montréal / l'Île,"332, avenue Desmarchais",2,1,1,,,"3,584.38 pi² (333 m²)"
6334,409900$,"3249,00$","224,00$","2160,00$","1200,00$",St-Jérôme (Lafontaine),Laurentides,"2202, rue Labrèche",4,2,1,1,"1,098 pi² (102.01 m²)","6,004 pi² (557.79 m²)"
6335,325000$,"1751,00$","123,00$","2000,00$",,Ste-Adèle,Laurentides,"850, chemin des Hauteurs",3,1,,2,1 103.3 pi² (102.5 m²),43 564.76 pi² (4 047.3 m²)
6336,249000$,,"150,25$",,,Beaupré,Québec Rive-Nord,"11146-11148, avenue Royale",6,2,,,,52x172 pi (15.85x52.43 m)
6337,800000$,"2555,00$","394,77$",,"1832,00$",Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,"1044-1046-1048, avenue Guybourg",6,3,,,,"2,249.66 pi² (209 m²)"
6338,995000$,"6546,79$","1246,12$","4203,36$","3440,00$",Rimouski (Rimouski),Bas-Saint-Laurent,"750, rue de Lausanne",4,3,1,2,"2,893.34 pi² (268.8 m²)","108,073 pi² (10,040.31 m²)"
6340,2950000$,,,,,St-Henri-De-Taillon,Saguenay-Lac-Saint-Jean,chemin du Domaine-Renaud,,,,,,"3,503,817 pi² (325,515.25 m²)"
6341,588000$,"3309,36$","256,02$","728,23$","793,52$",Gatineau (Hull),Outaouais,"2, rue des Églantiers",6,2,,1,959 pi² (89.09 m²),100.00x60.01 pi (30.48x18.29 m)
6342,350000$,"1912,42$","200,00$","1400,00$",,St-Apollinaire,Chaudière-Appalaches,"124, rue Demers",4,1,2,2,"1,296 pi² (120.4 m²)","3,681 pi² (341.98 m²)"
6343,699000$,"2773,00$","449,00$",,,Villeray / St-Michel / Parc-Extension,Montréal / l'Île,"7406, avenue Christophe-Colomb",3,1,1,1,"3,000 pi² (278.71 m²)","3,775 pi² (350.71 m²)"
6344,340000$,"1034,00$","168,00$",,,Villeray / St-Michel / Parc-Extension,Montréal / l'Île,"7408, avenue Christophe-Colomb",2,1,,3,750 pi² (69.68 m²),"3,776 pi² (350.8 m²)"
6345,500000$,,,,,St-Justin,Mauricie,"670, chemin Clément",3,2,1,2,"2,200 pi² (204.39 m²)","55,000 pi² (5,109.67 m²)"
6346,479900$,"3527,00$","480,00$","1200,00$",,Côte-St-Luc / Hampstead / Montréal-Ouest,Montréal / l'Île,"401-5140, avenue Macdonald",2,2,,1,"1,283 pi² (119.19 m²)","324,000 pi² (30,100.58 m²)"
6347,425000$,"3596,50$","647,41$","1920,00$",,Labrecque,Saguenay-Lac-Saint-Jean,"2635, rue Damasse",3,2,1,2,"1,580 pi² (146.79 m²)","141,610 pi² (13,156 m²)"
6348,125000$,"896,50$","53,86$",,,Drummondville (Drummondville),Centre-du-Québec,"1600, 5e Rang Ouest",,,,,,"84,000 pi² (7,803.86 m²)"
6349,550000$,"2454,00$","526,58$","1095,00$",,Rivière-Bleue,Bas-Saint-Laurent,"100, chemin Brissette",3,2,,2,"2,528 pi² (234.86 m²)","45,000 pi² (4,180.64 m²)"
6350,3100000$,"78889,77$","8575,00$","18900,00$",,Shawinigan (Shawinigan-Sud),Mauricie,"3980, 105e Avenue",,,,,,"291,633.08 pi² (27,093.6 m²)"
6352,1497000$,"2327,07$","248,00$","2308,00$",,Lachute,Laurentides,"130, ch du Coteau des Hêtres Nord",3,1,,2,"1,955.91 pi² (181.71 m²)","3,216,952.87 pi² (298,864.7 m²)"
6353,1700000$,,,,,Breakeyville,Québec Rive-Sud (Lévis),rue Sainte-Hélène,,,,,,"744,072.53 pi² (69,126.6 m²)"
6354,325000$,"2915,00$","230,00$","3500,00$",,Lévis,Québec Rive-Sud (Lévis),"182, rue Saint-Joseph",8,3,1,3,"2,850 pi² (264.77 m²)","7,523 pi² (698.91 m²)"
6355,446000$,"2212,00$","425,00$","650,00$",,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,"101-1001, Atateken",2,1,,1,749 pi² (69.58 m²),
6356,2650000$,"46444,00$","1943,57$",,,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,"65, rue Sherbrooke Ouest",,,,,,"4,584 pi² (425.87 m²)"
6357,529000$,"1478,00$","158,00$","1660,00$","905,00$",Harrington,Laurentides,"5082, chemin de Lost River",2,1,,1,"1,280 pi² (118.92 m²)","214,697 pi² (19,946 m²)"
6358,119000$,"629,10$","92,09$",,,St-Antoine-De-Tilly,Chaudière-Appalaches,route Marie-Victorin,,,,,,"25,619.94 pi² (2,380.17 m²)"
6359,518000$,"338,00$","38,00$",,,Dunham,Estrie,rue Larose,,,,,,"74,089.07 pi² (6,883.1 m²)"
6360,1500000$,"3048,06$","204,60$",,,Morin-Heights,Laurentides,"839-841, chemin du Village",3,2,,,,"12,113.70 pi² (1,125.4 m²)"
6361,319000$,"1877,54$","238,62$","960,00$","612,00$",Côte-des-Neiges / Notre-Dame-de-Grâce,Montréal / l'Île,"3-3951, boulevard Cavendish",3,1,,3,850 pi² (78.97 m²),
6362,79000$,"1235,32$","322,00$",,,Trois-Rivières (Trois-Rivières),Mauricie,"9-1078, rue Sainte-Julie",1,1,,3,365.97 pi² (34 m²),53.11 pi² (4.93 m²)
6364,479900$,"1787,00$","287,00$","1200,00$",,Mirabel (Domaine-Vert Sud),Laurentides,"402-17905, rue du Grand Prix",2,1,1,1,1 180 pi² (109.63 m²),
6365,175000$,"2438,00$","148,00$",,,Massueville,Montérégie (Rive-Sud Montréal),"201, rue Bonsecours",,,,,,62x167 pi (18.90x50.90 m)
6366,542000$,"3460,17$","471,37$",,"1200,00$",Charny,Québec Rive-Sud (Lévis),"2104-2108, rue du Triage",5,3,1,,,"5,302.30 pi² (492.6 m²)"
6367,339000$,"3188,00$","223,00$","2800,00$",,La Baie,Saguenay-Lac-Saint-Jean,"1922-1924, rue Bagot",4,3,,,,"15,715 pi² (1,459.97 m²)"
6368,189000$,"1087,00$","81,39$","3376,00$",,St-Zenon-Du-Lac-Humqui,Gaspésie-Îles-de-la-Madeleine,"245, route de la Branche-Nord",4,2,,3,"1,512 pi² (140.47 m²)","51,752.88 pi² (4,808 m²)"
6369,335000$,"1563,00$","240,00$","900,00$",,Villeray / St-Michel / Parc-Extension,Montréal / l'Île,"207-2501, Rue Champdoré",2,1,,1,784 pi² (72.84 m²),
6370,252000$,"1200,00$","150,00$",,,Dolbeau-Mistassini,Saguenay-Lac-Saint-Jean,"151, rue Saint-Regis",3,1,1,1,720 pi² (66.89 m²),"40,000 pi² (3,716.12 m²)"
6371,215000$,,,,,Amqui,Bas-Saint-Laurent,"47, rue Sainte-Ursule",3,2,,,,103.58x243.27 pi (31.57x74.15 m)
6372,279000$,"4116,00$","500,00$","3600,00$",,Amqui,Bas-Saint-Laurent,"45, avenue du Parc",8,,,,,"9,700 pi² (901.16 m²)"
6373,310000$,"2400,00$","143,37$","2690,88$",,Longue-Pointe-De-Mingan,Côte-Nord,"210, rue Georges",4,2,2,,,"25,445.88 pi² (2,364 m²)"
6374,1475000$,"2846,00$","123,00$",,,Lery,Montérégie (Rive-Sud Montréal),chemin du Lac-Saint-Louis,,,,,,"57,483 pi² (5,340.35 m²)"
6376,99500$,"155,66$",,,,Saint-Gédéon,Saguenay-Lac-Saint-Jean,rue de Quen,,,,,,72.15x91.47 pi (21.99x27.88 m)
6377,298000$,"2316,00$","249,00$","656,00$",,Saint-Sacrement,Québec Rive-Nord,"108-995, rue Gérard-Morisset",2,1,,1,947 pi² (87.98 m²),
6378,550000$,"5641,08$","302,35$","3060,00$","2258,00$",Jonquière (Jonquière),Saguenay-Lac-Saint-Jean,"1843, rue Fortier",8,4,1,,,"10,000 pi² (929.03 m²)"
6379,69500$,"292,00$",,,,Lac-Mégantic,Estrie,rue Salaberry,,,,,,"33,232.50 pi² (3,087.4 m²)"
6380,1879000$,"7946,69$","472,65$",,"2000,00$",Le Plateau-Mont-Royal,Montréal / l'Île,"1656-1662, avenue Laurier Est",2,2,2,,,961.22 pi² (89.3 m²)
6381,525000$,"2071,00$","295,00$","1068,00$",,Brossard,Montérégie (Rive-Sud Montréal),"7-8230, rue de Londres",2,1,,2,1 167 pi² (108.42 m²),
6382,359000$,,,,,St-Didace,Lanaudière,"1774, Route 349",3,1,1,2,"2,400 pi² (222.97 m²)",100x250 pi (30.48x76.2 m)
6383,283500$,"1390,00$","676,00$",,"455,00$",Le Sud-Ouest,Montréal / l'Île,"101-184, rue Bourget",,1,,1,405 pi² (37.63 m²),
6384,575000$,"2610,56$","564,81$","1114,83$","1217,14$",Rawdon,Lanaudière,"3448, rue Metcalfe",3,2,1,2,"2,168 pi² (201.41 m²)",95x400 pi (28.96x121.92 m)
6385,648888$,"4141,86$","251,93$","1700,00$","1244,78$",Salaberry-De-Valleyfield,Montérégie (Rive-Sud Montréal),"134, rue Bissonnette",3,3,,1,"1,350 pi² (125.42 m²)",101.21x68.90 pi (30.85x21 m)
6386,"0,85$",,,,,St-Calixte,Lanaudière,"307, rue du Condor",,,,,,"74,000 pi² (6,874.82 m²)"
6388,75000$,,"32,00$",,,St-Calixte,Lanaudière,"125, rue Rose",,,,,,321.52x127.95 pi (98x39 m)
6389,167500$,"837,00$","63,23$","4000,00$","1800,00$",Nedelec,Abitibi-Témiscamingue,"48, rue Principale",3,2,,2,"1,650 pi² (153.29 m²)","18,183.47 pi² (1,689.3 m²)"
6390,59900$,,,,,Beauceville,Chaudière-Appalaches,"642, route du Golf",,,,,,"65,000 pi² (6,038.7 m²)"
6391,275000$,"2150,00$","105,98$","2900,00$","1337,00$",Chambord,Saguenay-Lac-Saint-Jean,"1979, rue Principale",3,1,1,2,"1,110.84 pi² (103.2 m²)",125.00x96.00 pi (38.1x29.26 m)
6392,32500$,"227,66$",,,,St-Côme-Linière,Chaudière-Appalaches,"1472, 22e Rue",,,,,,"10,000 pi² (929.03 m²)"
6393,238000$,"540,00$",,"6947,00$","3530,00$",St-Anselme,Chaudière-Appalaches,"358, rue Principale",,,,,,"200,000 pi² (18,580.61 m²)"
6394,53500$,"33700,00$","16,63$",,,Jonquière (Jonquière),Saguenay-Lac-Saint-Jean,"3668, rue Saint-Léandre",,,,,,"5,000 pi² (464.52 m²)"
6395,479000$,"2449,92$","298,21$",,,Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,"304-1950, rue de Champlain",2,1,1,3,,
6396,525000$,"2294,00$","322,00$","1437,00$","3600,00$",St-Octave-De-Metis,Bas-Saint-Laurent,"323, rue Principale",7,3,,2,"3,589.98 pi² (333.52 m²)","37,562.82 pi² (3,489.7 m²)"
6397,324000$,"870,00$","270,00$","950,00$","1050,00$",St-Louis-de-Blandford,Centre-du-Québec,"145, rang 2",5,2,,1,"1,188 pi² (110.37 m²)","1,287x250 pi (392.28x76.2 m)"
6398,1100000$,"3427,91$","642,25$",,,Howick,Montérégie (Rive-Sud Montréal),"710, route 138",4,3,,2,,"180,000 pi² (16,722.55 m²)"
6400,32000$,"134,65$",,,,Grande-Riviere,Gaspésie-Îles-de-la-Madeleine,rue de Normandie,,,,,,94.98x90.06 pi (28.95x27.45 m)
6401,290000$,"2460,00$","150,00$","3765,00$",,St-Barnabe-Nord,Mauricie,"241, rue Saint-Georges",4,1,1,3,"4,000 pi² (371.61 m²)","29,700 pi² (2,759.22 m²)"
6402,450000$,"2617,00$","321,00$",,"360,00$",Côte-des-Neiges / Notre-Dame-de-Grâce,Montréal / l'Île,"1008-5625, avenue de Courtrai",1,1,,1,661 pi² (61.41 m²),
6403,239800$,"2052,58$","173,41$","1980,00$","724,85$",St-Adolphe-D'Howard,Laurentides,"204, chemin du Zénith",4,1,1,2,"1,500 pi² (139.35 m²)",60.50x199.15 pi (18.44x60.7 m)
6404,175000$,"1219,00$","118,00$",,,Petite-Rivière-St-François,Charlevoix,chemin Savard,,,,,,"34,745.90 pi² (3,228 m²)"
6405,600000$,"1079,42$","118,37$",,,Baie-St-Paul,Charlevoix,rang Saint-Thomas,,,,,,"6,006,262.03 pi² (55.8 hectares)"
6406,550000$,"3078,00$","365,00$",,,Sherbrooke (Mont-Bellevue),Estrie,"2141, rue de Ville-Marie",3,2,,1,"1,300 pi² (120.77 m²)","10,563 pi² (981.33 m²)"
6407,106000$,,,,,St-Donat,Lanaudière,chemin Ouareau Nord,,,,,,"43,644 pi² (4,054.66 m²)"
6408,89900$,"644,11$","7,69$",,,Cabano,Bas-Saint-Laurent,"15, rue Ernest",,,,,,118x131 pi (35.97x39.93 m)
6409,450000$,,,,,Northfield,Outaouais,chemin Gélinas,,,,,,"413,820.00 pi² (9.5 acres)"
6410,825000$,"7262,00$","604,00$","600,00$","400,00$",St-Augustin-De-Desmaures,Québec Rive-Nord,"724-4957, rue Lionel-Groulx",3,2,,1,"1,549 pi² (143.91 m²)",
6412,2795000$,"9864,00$","1280,00$","7850,00$","2500,00$",St-Augustin-De-Desmaures,Québec Rive-Nord,"101, chemin du Domaine",4,2,1,1,"2,650 pi² (246.19 m²)","1,300,000 pi² (120,773.95 m²)"
6413,525000$,"2931,00$","719,00$","3000,00$",,Grandes-Piles,Mauricie,"545, rue Jean-J-Crête",3,1,1,,,"38,405.63 pi² (3,568 m²)"
6414,110500$,,,,,Les Éboulements,Charlevoix,"225, rang Sainte-Catherine",,,,,,"220,111 pi² (20,448.98 m²)"
6415,53800$,,,,,Les Éboulements,Charlevoix,"225, rang Sainte-Catherine",,,,,,"43,055 pi² (3,999.94 m²)"
6416,Prixsurdemande,,,,,Kamouraska,Bas-Saint-Laurent,route de Kamouraska,,,,,,"6,751,800.02 pi² (155 acres)"
6417,550000$,"2536,00$","357,00$","1494,00$",,Lachine,Montréal / l'Île,"604-2305, rue Remembrance",3,1,,1,"1,188 pi² (110.37 m²)",
6418,219000$,"3197,00$","589,00$","2950,00$","662,00$",Rimouski (Rimouski),Bas-Saint-Laurent,"450, boulevard Saint-Germain",,,,,,"9,000 pi² (836.13 m²)"
6419,395900$,"2701,00$","562,00$",,,St-Émile,Québec Rive-Nord,"1671, rue Gagnon",2,2,,2,"1,050 pi² (97.55 m²)",105.12x34.12 pi (32.04x10.4 m)
6420,625000$,,,,,St-Pacôme,Bas-Saint-Laurent,"5, rue Power",4,1,1,2,"2,650 pi² (246.19 m²)","19,000 pi² (1,765.16 m²)"
6421,1395000$,"9900,00$","615,00$","1500,00$",,Shawinigan (St-Jean-Des-Piles),Mauricie,"160, rue de la Rive",3,2,,1,"2,640 pi² (245.26 m²)","100,118 pi² (9,301.27 m²)"
6422,419000$,"1821,00$","204,00$","952,00$",,Pierrefonds / Roxboro,Montréal / l'Île,"102-4520, rue Edward-Higgins",2,1,,1,"1,077 pi² (100.06 m²)",
6424,799000$,"5391,71$","937,00$","5200,00$","1196,00$",La Malbaie (Pointe-Au-Pic),Charlevoix,"30-32, rue des Carrières",4,4,2,2,"3,108 pi² (288.74 m²)","21,240.42 pi² (1,973.3 m²)"
6425,585000$,"2821,87$","439,62$",,,Saint-Laurent,Montréal / l'Île,"101-14231, boulevard Cavendish",2,1,,1,"1,009.65 pi² (93.8 m²)",
6426,299900$,"2972,41$","261,14$",,"1250,00$",Lévis,Québec Rive-Sud (Lévis),"5050-5052, rue Saint-Laurent",3,2,3,,,"7,567.03 pi² (703 m²)"
6427,Prixsurdemande,"3000,00$","1209,00$",,,St-Alexis-Des-Monts,Mauricie,"91, rue Vincent",3,2,1,2,"3,000 pi² (278.71 m²)","435,600.00 pi² (10 acres)"
6428,559000$,"2646,00$","406,98$",,,Mercier / Hochelaga / Maisonneuve,Montréal / l'Île,"7-2503, avenue Desjardins",2,2,,2,"11,090 pi² (1,030.29 m²)","1,185 pi² (110.09 m²)"
6429,690000$,"3443,00$","780,00$","1100,00$","840,00$",Le Plateau-Mont-Royal,Montréal / l'Île,"301-5374, avenue Papineau",3,1,,3,"1,052 pi² (97.73 m²)",
6430,475000$,"1500,00$","220,00$",,"800,00$",St-Chrysostome,Montérégie (Rive-Sud Montréal),"171, rang Sainte-Anne",4,1,,2,"1,500 pi² (139.35 m²)","53,820 pi² (5,000.04 m²)"
6431,550000$,"217764,00$","33272,00$","1200,00$",,Rosemont / La Petite Patrie,Montréal / l'Île,"1-57, avenue Mozart Ouest",3,1,1,1,870.80 pi² (80.9 m²),
6432,396000$,,,,"449,00$",Val-Bélair,Québec Rive-Nord,"1211, rue Chagall",3,1,1,2,44x64 pi (13.41x19.51 m),383.2 pi² (35.6 m²)
6433,262000$,"2656,00$","263,00$","800,00$","380,00$",Saint-Roch,Québec Rive-Nord,"204-99, rue de Saint-Vallier Est",1,1,,1,"1,050 pi² (97.55 m²)",
6434,675000$,"4376,88$","1023,97$",,,Lévis,Québec Rive-Sud (Lévis),"3445, rue Alain",3,1,1,2,"1,749.14 pi² (162.5 m²)","17,575.31 pi² (1,632.8 m²)"
6436,400000$,"2417,51$","309,26$","6020,51$",,Vallée-Jonction,Chaudière-Appalaches,"227, rue Principale",13,3,1,,,"4,461.64 pi² (414.5 m²)"
6437,629000$,"3842,58$","400,94$","6992,18$","2448,00$",St-Hyacinthe,Montérégie (Rive-Sud Montréal),"1250-1280, rue Girouard Ouest",3,2,,,,"12,155 pi² (1,129.24 m²)"
6438,599000$,"3717,00$","610,00$",,,Repentigny (Repentigny),Lanaudière,"257, rue Jacques-Cousteau",4,2,1,2,"2,000 pi² (185.81 m²)","5,212.9 pi² (484.29 m²)"
6439,139000$,"1240,00$","40,00$",,"305,00$",Ste-Adèle,Laurentides,"7-280, rue de Grenoble",,1,,1,347.67 pi² (32.3 m²),
6440,900000$,,,,,Saint-Roch,Québec Rive-Nord,"600, rue Saint-Joseph Est",,,,,,"1,085.22 pi² (100.82 m²)"
6441,495000$,,,,,St-Jean-Baptiste,Québec Rive-Nord,"795, Côte d'Abraham",,,,,,"5,596.16 pi² (519.9 m²)"
6442,525000$,"3410,97$","252,95$","1270,00$","1539,08$",Drummondville (Drummondville),Centre-du-Québec,"1055, rue Cormier",8,3,,,,"6,068.69 pi² (563.8 m²)"
6443,219000$,,,,,Aguanish,Côte-Nord,"22, rue de l'Anse",3,2,1,1,"1,600 pi² (148.64 m²)","36,543 pi² (3,394.96 m²)"
6444,32800$,,,,,Moisie,Côte-Nord,rue Catalan,,,,,,"7,622 pi² (708.11 m²)"
6445,750000$,"3454,33$","547,00$","2172,00$",,Brossard,Montérégie (Rive-Sud Montréal),"1565, croissant Tolstoi",3,4,2,3,"1,117.29 pi² (103.8 m²)","5,418 pi² (503.35 m²)"
6446,380000$,"2300,00$","350,00$","1500,00$",,Sherbrooke (Rock Forest),Estrie,"5013, rue Albani",2,1,1,2,"1,720 pi² (159.79 m²)","3,800 pi² (353.03 m²)"
6448,699900$,"6124,51$","426,67$","791,15$","1983,80$",Charlesbourg,Québec Rive-Nord,"4244, rue Charles-Bédard",8,5,,,,"9,982.13 pi² (927.37 m²)"
6449,400000$,"3075,59$","430,00$","1380,00$","681,00$",Breakeyville,Québec Rive-Sud (Lévis),"3833, Vieux-Chemin",4,2,1,2,"1,326.8 pi² (123.26 m²)","4,930 pi² (458.01 m²)"
6450,489000$,"2845,00$","475,00$",,,Drummondville (St-Nicéphore),Centre-du-Québec,"32, rue Jacob",4,2,2,1,"1,100 pi² (102.19 m²)","9,600 pi² (891.87 m²)"
6451,Prixsurdemande,,,,,Morin-Heights,Laurentides,chemin de Blue Hills - Terrain #25 - Par Invesco Habitation,,,,,,
6452,37500$,,,,,Gaspé,Gaspésie-Îles-de-la-Madeleine,rue de l'Escale,,,,,,"16,300 pi² (1,514.32 m²)"
6453,1699000$,"3800,00$","380,00$","1800,00$","120,00$",Bois-Des-Filion,Laurentides,"285, rue Pierre Côté",3,2,1,2,"2,260 pi² (209.96 m²)","14,214 pi² (1,320.52 m²)"
6454,430000$,"2140,82$","197,68$","500,00$","550,00$",Gatineau (Masson-Angers),Outaouais,"123, rue de Strasbourg",3,2,,1,,"3,420.77 pi² (317.8 m²)"
6455,569000$,"4237,00$",,,,Montcalm,Québec Rive-Nord,"103-1, rue des Jardins-Mérici",2,2,,1,"1,600 pi² (148.64 m²)",
6456,359000$,"3462,97$","310,96$","932,54$","614,00$",Saint-Sacrement,Québec Rive-Nord,"1408-1300, chemin Sainte-Foy",2,1,1,1,"1,017 pi² (94.48 m²)",
6457,950000$,"7051,00$","955,00$",,,Rawdon,Lanaudière,"7676, chemin Pelletier",15,,,,,"427,708.29 pi² (39,735.4 m²)"
6458,349000$,"1524,88$","302,15$","600,00$","380,00$",Ville-Marie (Centre-Ville et Vieux Mtl),Montréal / l'Île,"501-366, rue Mayor",1,1,,1,389 pi² (36.14 m²),
6460,355000$,,,"1296,00$",,Drummondville (Drummondville),Centre-du-Québec,"2420, rue Vivaldi",4,2,1,2,900 pi² (83.61 m²),"6,000 pi² (557.42 m²)"
6461,499000$,"1713,00$","130,00$","1600,00$","825,00$",St-Adolphe-D'Howard,Laurentides,"171, chemin du Lac-Huguette",2,2,,2,960 pi² (89.19 m²),"15,906 pi² (1,477.72 m²)"
6462,799000$,"1978,00$","175,00$","1550,00$","850,00$",St-Adolphe-D'Howard,Laurentides,"1555, montée des Quatre-Lacs",3,2,,2,"1,922 pi² (178.56 m²)","22,978 pi² (2,134.73 m²)"
6463,39000$,"450,00$","130,00$",,,Saint-Gédéon,Saguenay-Lac-Saint-Jean,"10, rue de Quen",,,,,,"114,205.09 pi² (10,610 m²)"
6464,1495000$,"5384,68$","893,98$",,,Saint-Léonard,Montréal / l'Île,"6395, rue de Chambois",3,2,,,,57.7x90.3 pi (17.59x27.52 m)
6465,599000$,,,,,St-Hyacinthe (Ste-Rosalie),Montérégie (Rive-Sud Montréal),"5744, rue du Chêne",5,2,,1,,"7,500 pi² (696.77 m²)"
6466,440000$,"3446,11$","623,00$",,,Rimouski (Rimouski),Bas-Saint-Laurent,"129, rue des Flandres",4,3,1,2,"1,517 pi² (140.93 m²)","7,448 pi² (691.94 m²)"
6467,789000$,"4413,00$","890,00$","3825,00$",,Chomedey,Laval,"195, rue de Java",5,3,1,3,"2,270 pi² (210.89 m²)","6,131 pi² (569.59 m²)"
6468,630000$,"1621,81$","254,85$","2008,00$","1400,00$",St-Alphonse-Rodriguez,Lanaudière,"380, route 343",3,1,,2,44x50 pi (13.41x15.24 m),"500,000 pi² (46,451.52 m²)"
6469,310000$,,,,,Lévis,Québec Rive-Sud (Lévis),"5611, rue Saint-Georges",4,2,,,,"6,481 pi² (602.1 m²)"
6470,295000$,"1368,00$","502,00$","1560,00$","612,00$",Breakeyville,Québec Rive-Sud (Lévis),"4-38, rue des Seigneurs",2,2,1,2,"1,300 pi² (120.77 m²)","1,845 pi² (171.41 m²)"
6472,550000$,"3888,27$","965,78$","2378,53$","1411,00$",Pont-Rouge,Portneuf,"610, rue du Rosier",3,1,1,1,"1,844 pi² (171.31 m²)",75x155 pi (22.86x47.24 m)
